"name_old","name_new","class_old","class_new","value_old","value_new","missings","recodes"
"V043169","V043169","factor","factor","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","",""
"V043170","V043170","factor","factor","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","",""
"V043171","V043171","factor","factor","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","",""
"V043172","V043172","factor","factor","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","",""
"V043173","V043173","factor","factor","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","",""
"V043174","V043174","factor","factor","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","",""
"V043175","V043175","factor","factor","1. More than should pay|3. About right|5. Less than should pay|7. Don't pay at all {VOL}|8. Don't know|9. Refused|.","1. More than should pay|3. About right|5. Less than should pay|7. Don't pay at all {VOL}|8. Don't know|9. Refused|.","",""
"V043176","V043176","factor","factor","1. More than should pay|3. About right|5. Less than should pay|7. Don't pay at all {VOL}|8. Don't know|9. Refused|.","1. More than should pay|3. About right|5. Less than should pay|7. Don't pay at all {VOL}|8. Don't know|9. Refused|.","",""
"V043177","V043177","factor","factor","1. More than should pay|3. About right|5. Less than should pay|7. Don't pay at all {VOL}|8. Don't know|9. Refused|.","1. More than should pay|3. About right|5. Less than should pay|7. Don't pay at all {VOL}|8. Don't know|9. Refused|.","",""
"V043178","V043178","factor","factor","1. Favor|5. Oppose|8. Don't know|9. Refused|.","1. Favor|5. Oppose|8. Don't know|9. Refused|.","",""
"V043179","V043179","factor","factor","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","",""
"V043180","V043180","factor","factor","1. Favor|5. Oppose|8. Don't know|9. Refused|.","1. Favor|5. Oppose|8. Don't know|9. Refused|.","",""
"V043181","V043181","factor","factor","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","",""
"V043182","V043182","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043183","V043183","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V043184","V043184","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043185","V043185","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043186","V043186","factor","factor","1. Favor|5. Oppose|8. Don't know|9. Refused|.","1. Favor|5. Oppose|8. Don't know|9. Refused|.","",""
"V043187","V043187","factor","factor","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","",""
"V043188","V043188","factor","factor","1. More difficult|3. Make it easier|5. Keep these rules about the same|8. Don't know|9. Refused|.","1. More difficult|3. Make it easier|5. Keep these rules about the same|8. Don't know|9. Refused|.","",""
"V043189","V043189","factor","factor","1. A lot more difficult|2. Somewhat more difficult|3. About the same (5 in P5a)|4. Somewhat easier|5. A lot easier|8. Don't know|9. Refused|.","1. A lot more difficult|2. Somewhat more difficult|3. About the same (5 in P5a)|4. Somewhat easier|5. A lot easier|8. Don't know|9. Refused|.","",""
"V043190","V043190","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V043191","V043191","factor","factor","1. More difficult|3. Make it easier|5. Keep these rules about the same|8. Don't know|9. Refused|.","1. More difficult|3. Make it easier|5. Keep these rules about the same|8. Don't know|9. Refused|.","",""
"V043192","V043192","factor","factor","1. A lot more difficult|2. Somewhat more difficult|3. About the same (5 in P5b)|4. Somewhat easier|5. A lot easier|8. Don't know|9. Refused|.","1. A lot more difficult|2. Somewhat more difficult|3. About the same (5 in P5b)|4. Somewhat easier|5. A lot easier|8. Don't know|9. Refused|.","",""
"V043193","V043193","factor","factor","1. More difficult|3. Make it easier|5. Keep these rules about the same|8. Don't know|9. Refused|.","1. More difficult|3. Make it easier|5. Keep these rules about the same|8. Don't know|9. Refused|.","",""
"V043194","V043194","factor","factor","1. A lot more difficult|2. Somewhat more difficult|3. About the same (5 in P5c)|4. Somewhat easier|5. A lot easier|8. Don't know|9. Refused|.","1. A lot more difficult|2. Somewhat more difficult|3. About the same (5 in P5c)|4. Somewhat easier|5. A lot easier|8. Don't know|9. Refused|.","",""
"V043195","V043195","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043196","V043196","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043197","V043197","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V043198","V043198","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043199","V043199","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043200","V043200","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043201","V043201","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043202","V043202","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043203","V043203","factor","factor","1. John Kerry|2. George W. Bush|3. Ralph Nader|VOL|7. Other (SPECIFY)|8. Don't know|9. Refused|.","1. John Kerry|2. George W. Bush|3. Ralph Nader|VOL|7. Other (SPECIFY)|8. Don't know|9. Refused|.","",""
"V043204","V043204","factor","factor","00. No preference|11. Not strong - Kerry|12. Not strong - Bush|13. Not strong - Nader|14. Not strong - other candidate|25. Strong - Kerry|26. Strong - Bush|27. Strong - Nader|28. Strong - other candidate|88. Don't know|89. Refused|.","00. No preference|11. Not strong - Kerry|12. Not strong - Bush|13. Not strong - Nader|14. Not strong - other candidate|25. Strong - Kerry|26. Strong - Bush|27. Strong - Nader|28. Strong - other candidate|88. Don't know|89. Refused|.","",""
"V043205","V043205","factor","factor","1. Extremely good|2. Very good|3. Somewhat good|4. Not very good|VOL|8. Don't know|9. Refused|.","1. Extremely good|2. Very good|3. Somewhat good|4. Not very good|VOL|8. Don't know|9. Refused|.","",""
"V043206","V043206","factor","factor","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","",""
"V043207","V043207","factor","factor","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","",""
"V043208","V043208","factor","factor","1. Extremely strong|2. Very strong|4. Somewhat strong|5. Not very strong|8. Don't know|9. Refused|.","1. Extremely strong|2. Very strong|4. Somewhat strong|5. Not very strong|8. Don't know|9. Refused|.","",""
"V043209","V043209","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V043210","V043210","factor","factor","1. Should be allowed|3. Should not be allowed|5. Should not be allowed to marry but should be allowed|VOL|8. Don't know|9. Refused|.","1. Should be allowed|3. Should not be allowed|5. Should not be allowed to marry but should be allowed|VOL|8. Don't know|9. Refused|.","",""
"V043211","V043211","factor","factor","1. Increased|3. Decreased|5. Stayed about the same|8. Don't know|9. Refused|.","1. Increased|3. Decreased|5. Stayed about the same|8. Don't know|9. Refused|.","",""
"V043212","V043212","factor","factor","1. Increased lot|2. Increased a little|3. Same (5 in S2)|4. Decreased a little|5. Decreased a lot|8. Don't know|9. Refused|.","1. Increased lot|2. Increased a little|3. Same (5 in S2)|4. Decreased a little|5. Decreased a lot|8. Don't know|9. Refused|.","",""
"V043213","V043213","factor","factor","1. Better|3. Worse|5. The same|8. Don't know|9. Refused|.","1. Better|3. Worse|5. The same|8. Don't know|9. Refused|.","",""
"V043214","V043214","factor","factor","1. Much better|2. Somewhat better|3. Same (5 in S3)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","1. Much better|2. Somewhat better|3. Same (5 in S3)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","",""
"V043215","V043215","factor","factor","1. More secure|3. Less secure|5. No change|8. Don't know|9. Refused|.","1. More secure|3. Less secure|5. No change|8. Don't know|9. Refused|.","",""
"V043216","V043216","factor","factor","1. Much more secure|2. Somewhat more secure|3. Same (5 in S4)|4. Somewhat less secure|5. Much less secure|8. Don't know|9. Refused|.","1. Much more secure|2. Somewhat more secure|3. Same (5 in S4)|4. Somewhat less secure|5. Much less secure|8. Don't know|9. Refused|.","",""
"V043217","V043217","factor","factor","1. Better|3. Worse|5. Stayed about the same|8. Don't know|9. Refused|.","1. Better|3. Worse|5. Stayed about the same|8. Don't know|9. Refused|.","",""
"V043218","V043218","factor","factor","1. Much better|2. Somewhat better|3. Same (5 in S5)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","1. Much better|2. Somewhat better|3. Same (5 in S5)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","",""
"V043219","V043219","factor","factor","1. Important|5. Not important|8. Don't know|9. Refused|.","1. Important|5. Not important|8. Don't know|9. Refused|.","",""
"V043220","V043220","factor","factor","0. R says religion not important (5 in W1)|1. Some|3. Quite a bit|5. A great deal|8. Don't know|9. Refused|.","0. R says religion not important (5 in W1)|1. Some|3. Quite a bit|5. A great deal|8. Don't know|9. Refused|.","",""
"V043221","V043221","factor","factor","1. Several times a day|2. Once a day|3. A few times a week|4. Once a week or less|5. Never|7. Other (SPECIFY)|8. Don't know|9. Refused|.","1. Several times a day|2. Once a day|3. A few times a week|4. Once a week or less|5. Never|7. Other (SPECIFY)|8. Don't know|9. Refused|.","",""
"V043222","V043222","factor","factor","1. The Bible is the actual word of God and is to|2. The Bible is the word of God but not everything in it|3. The Bible is a book written by men and is not the|7. Other (SPECIFY)|8. Don't know|9. Refused|.","1. The Bible is the actual word of God and is to|2. The Bible is the word of God but not everything in it|3. The Bible is a book written by men and is not the|7. Other (SPECIFY)|8. Don't know|9. Refused|.","",""
"V043223","V043223","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043224","V043224","factor","factor","1. Every week|2. Almost every week|3. Once or twice a month|4. A few times a year|5. Never|8. Don't know|9. Refused|.","1. Every week|2. Almost every week|3. Once or twice a month|4. A few times a year|5. Never|8. Don't know|9. Refused|.","",""
"V043225","V043225","factor","factor","1. Once a week|2. More often than once a week|8. Don't know|9. Refused|.","1. Once a week|2. More often than once a week|8. Don't know|9. Refused|.","",""
"V043226","V043226","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043227","V043227","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043228","V043228","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043229","V043229","factor","factor","0. NA|1. Yes|5. No|8. Don't know|9. Refused|.","0. NA|1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043230A","V043230A","factor","factor","1. Protestant|2. Catholic|3. Jewish|7. Other|8. Don't know|9. Refused|.","1. Protestant|2. Catholic|3. Jewish|7. Other|8. Don't know|9. Refused|.","",""
"V043230B","V043230B","factor","factor","1. Protestant|2. Catholic|3. Jewish|7. Other|8. Don't know|9. Refused|.","1. Protestant|2. Catholic|3. Jewish|7. Other|8. Don't know|9. Refused|.","",""
"V043231","V043231","factor","factor",".",".","",""
"V043232","V043232","factor","factor","1. Southern Baptist Convention|2. American Baptist Churches in USA|3. American Baptist Association|4. Independent Baptist|7. Other (SPECIFY)|8. Don't know|9. Refused|.","1. Southern Baptist Convention|2. American Baptist Churches in USA|3. American Baptist Association|4. Independent Baptist|7. Other (SPECIFY)|8. Don't know|9. Refused|.","",""
"V043233","V043233","factor","factor","1. Larger Baptist group (SPECIFY)|2. Local|8. Don't know|9. Refused|.","1. Larger Baptist group (SPECIFY)|2. Local|8. Don't know|9. Refused|.","",""
"V043234","V043234","factor","factor","1. Evangelical Lutheran Church|2. Missouri Synod|7. Other (SPECIFY)|8. Don't know|9. Refused|.","1. Evangelical Lutheran Church|2. Missouri Synod|7. Other (SPECIFY)|8. Don't know|9. Refused|.","",""
"V043235","V043235","factor","factor","1. United Methodist Church|2. African Methodist Episcopal|7. Other (SPECIFY)|8. Don't know|9. Refused|.","1. United Methodist Church|2. African Methodist Episcopal|7. Other (SPECIFY)|8. Don't know|9. Refused|.","",""
"V043236","V043236","factor","factor","1. Presbyterian Church USA (formerly|7. Other (SPECIFY)|8. Don't know|9. Refused|.","1. Presbyterian Church USA (formerly|7. Other (SPECIFY)|8. Don't know|9. Refused|.","",""
"V043237","V043237","factor","factor","1. Christian Reformed Church|2. The Reformed Church in America|7. Other (SPECIFY)|8. Don't know|9. Refused|.","1. Christian Reformed Church|2. The Reformed Church in America|7. Other (SPECIFY)|8. Don't know|9. Refused|.","",""
"V043238","V043238","factor","factor","1. Church of the Brethren|2. The Plymouth Brethren|7. Other (SPECIFY)|8. Don't know|9. Refused|.","1. Church of the Brethren|2. The Plymouth Brethren|7. Other (SPECIFY)|8. Don't know|9. Refused|.","",""
"V043239","V043239","factor","factor","1. Disciples of Christ|2. I am just a Christian|7. Other (SPECIFY)|8. Don't know|9. Refused|.","1. Disciples of Christ|2. I am just a Christian|7. Other (SPECIFY)|8. Don't know|9. Refused|.","",""
"V043240","V043240","factor","factor","1. Church of Christ|2. United Church of Christ|8. Don't know|9. Refused|.","1. Church of Christ|2. United Church of Christ|8. Don't know|9. Refused|.","",""
